0,1,2,3
0.639528130672,0.635951772013,0.655576629261,0.710744627686
0.563645673323,0.658864973533,0.657239057239,0.635766906444
0.62335657066,0.662581699346,0.641151332328,0.661875843455
0.609035409035,0.629344851725,0.655221193416,0.643193677617
0.620907169294,0.614422925057,0.645654270261,0.644920234386
0.599305259164,0.641470069988,0.626440052319,0.630579346284
0.601725295835,0.629469178976,0.646169929017,0.630600463196
0.603901030555,0.64315746977,0.650589606472,0.627572829747
0.593888108444,0.642807725741,0.620846877673,0.630122059781
0.588886867566,0.632521181089,0.633478276977,0.618780525031
0.601219977125,0.613800220943,0.627052737605,0.611686996886
0.602286821705,0.631917779277,0.61894232541,0.62467972363
0.597702381069,0.623441152853,0.605636201736,0.60309583884
0.607085184402,0.613680945648,0.600817812939,0.603179664752
0.595416182733,0.62440729753,0.599232353519,0.599575906293
0.610163054635,0.622156436425,0.587041808913,0.609380479303
0.609412808236,0.620850993906,0.599634797189,0.597874333086
0.61825134017,0.613596266688,0.603492202321,0.605064280152
