0,1,2,3
0.9606499398,0.963081363081,0.978820462691,0.974119167096
0.967075480913,0.96577540107,0.978629364847,0.974870725787
0.970887638107,0.976072871897,0.976056123176,0.971103896104
0.976786949901,0.976649658815,0.974637500503,0.974777535546
0.985951687375,0.980672032002,0.980466533727,0.984211204742
0.970586846273,0.978605467114,0.986026798651,0.98199303943
0.979875448453,0.976212579881,0.990712762752,0.975039857481
0.971138695796,0.979863372117,0.972386436493,0.975366615139
0.980466128628,0.979917152744,0.972967082113,0.968445048249
0.987412053647,0.983800045386,0.9569342524,0.982020240581
0.978000733779,0.982786595185,0.976006768725,0.983356317941
0.980549538443,0.975094316207,0.971953464691,0.975905246802
0.976556023823,0.976846033115,0.977899020054,0.982671094183
0.98163833566,0.975479406315,0.963410701156,0.975575180163
0.976320470565,0.976901949274,0.978816394553,0.978406305348
0.977035630826,0.977601316534,0.971384808398,0.979511657045
0.974755843911,0.974251685441,0.957752426612,0.974195426681
0.976622874484,0.977232456337,0.971049730257,0.971346981404
