0,1,2,3
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,0.998412698413,1.0,1.0
0.996348785633,0.997435897436,1.0,1.0
1.0,1.0,1.0,0.981191222571
0.996287901444,1.0,1.0,0.994157703105
0.982005616317,1.0,1.0,0.984585630141
0.987848204501,0.998456790123,1.0,0.985080946232
0.99449195171,0.995108315863,0.999254287845,0.975378219596
0.993633017726,0.992438427193,0.997520403125,0.971387406204
0.992412116362,0.99590140668,0.997072194831,0.987695478365
0.994060050545,0.995664842458,0.996681911936,0.99018903471
0.988798799916,0.997417039194,0.993709911513,0.986539267921
0.993828519252,0.990567991454,0.995602679997,0.996736113666
0.984377444785,0.989169100594,0.993652405124,0.983741689996
0.992762248503,0.989872411661,0.990711155287,0.984534109593
0.98628685535,0.98822082865,0.982453432783,0.989109666445
