0,1,2,3
0.771203871748,0.74636463281,0.838035403825,0.914530234883
0.709216589862,0.752998026522,0.807295173962,0.777799477048
0.656668501192,0.796623093682,0.768225238813,0.693451577662
0.674485831629,0.722279495991,0.744470164609,0.69721226692
0.666766924831,0.713552547508,0.70039737444,0.638340841349
0.633128230663,0.715061816556,0.704571254233,0.637779776001
0.62814632067,0.667173536081,0.690793999188,0.570972473797
0.626430232602,0.651389381228,0.654098107775,0.59950958864
0.6304920435,0.65246490194,0.668566947737,0.570858413068
0.609334267185,0.642636925338,0.654983653321,0.629744098494
0.586690388444,0.661724518867,0.632625593854,0.605022680534
0.575122739018,0.666283642411,0.602124957224,0.622537937381
0.593068986095,0.610112374818,0.612025691182,0.606175398235
0.615533342736,0.588642414052,0.606621773288,0.62011055027
0.612758420441,0.619587592032,0.603141438827,0.595042287482
0.605187753958,0.57223474471,0.583449314184,0.593828592333
0.617762176558,0.578699966829,0.585419053521,0.594063393661
0.630000325549,0.581855541991,0.587289969788,0.593769705744
