0,1,2,3
0.9515125129,0.945243645244,0.942489410231,0.955566992623
0.939613828266,0.931630025748,0.963823118462,0.967427079787
0.981349176569,0.992109821028,0.964733919279,0.950817700818
0.993505949388,0.978871213055,0.978713515523,0.970962732919
0.966285397222,0.974831393543,0.989140227184,0.980983736327
0.995241001497,0.993876553554,0.976400526075,0.970398836532
0.994661807953,0.99067002788,0.997432821379,0.984179299603
0.98046231932,0.991733741662,0.966383718281,0.988405273863
0.987054751899,0.966038868571,0.994816255618,0.996822058701
0.992238167473,0.990553418795,0.988465217523,0.967555172518
0.98073123924,0.992197234042,0.988453454375,0.993895343552
0.994332074236,0.996764705882,0.990961177174,0.986221344704
0.993966693967,0.987308152828,0.993852482845,0.982792589258
0.987995792617,0.977087109695,0.998538011696,0.996501891214
0.996027640463,0.992807286333,0.998015727938,0.978306404773
0.996875948704,0.996263815056,0.971262357176,0.990111740434
0.995899014626,0.989454436195,0.996469536165,0.993576779548
0.991685139017,0.98224549176,0.980509048401,0.981120609713
