0,1,2,3
0.592653746735,0.620903558052,0.626147342995,0.563897042222
0.608409946101,0.583787362727,0.638947723115,0.651438157075
0.607867967431,0.629921786713,0.625389325931,0.654585936939
0.629926886009,0.663243212281,0.68047078146,0.575007938398
0.635397074392,0.608700895757,0.66571744984,0.656601421342
0.655651976166,0.631757845089,0.646896264716,0.681252822369
0.616093975723,0.582304487875,0.637473451751,0.62412606673
0.660057277424,0.66589759574,0.652115589552,0.616396892285
0.677025021516,0.662924084608,0.662206466418,0.685428599546
0.674571704689,0.683714625321,0.670702964109,0.689135406263
0.685267357146,0.670233808632,0.627298079002,0.665587541006
0.658131889119,0.671947599734,0.679184775587,0.658045144648
0.661743706251,0.640007380281,0.664261345249,0.665773574919
0.675849205034,0.655645246452,0.679337573942,0.651517452203
0.69072465192,0.610170251123,0.655093605683,0.676003657164
0.67082892919,0.645461272104,0.660720409638,0.671909972087
0.683586515574,0.65798558186,0.645137075367,0.676139171288
0.684624715757,0.658001501839,0.671687374283,0.67489287344
